,Quantity,Item Price,Shipping-Price,Total,Profit %,Profit (INR),Cost Price,clusters,cluster
35,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
36,1,959.0,85.0,1044.0,18,172.62,786.38,1,purple
37,1,425.0,85.0,510.0,13,55.25,369.75,0,pink
38,1,645.0,85.0,730.0,13,83.85,561.15,3,black
39,1,610.0,85.0,695.0,17,103.7,506.3,3,black
40,1,615.0,85.0,700.0,17,104.55,510.45,3,black
41,1,465.0,85.0,550.0,13,60.45,404.55,0,pink
42,1,425.0,85.0,510.0,13,55.25,369.75,0,pink
43,1,768.0,85.0,853.0,17,130.56,637.44,3,black
44,1,640.0,85.0,725.0,17,108.8,531.2,3,black
45,1,175.0,85.0,260.0,17,29.75,145.25,2,dark purple
46,1,959.0,85.0,1044.0,18,172.62,786.38,1,purple
47,1,175.0,85.0,260.0,17,29.75,145.25,2,dark purple
48,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
49,1,768.0,85.0,853.0,17,130.56,637.44,3,black
50,1,768.0,85.0,853.0,17,130.56,637.44,3,black
51,1,768.0,85.0,853.0,17,130.56,637.44,3,black
52,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
53,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
54,1,465.0,85.0,550.0,13,60.45,404.55,0,pink
55,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
56,1,425.0,85.0,510.0,13,55.25,369.75,0,pink
57,1,1250.0,85.0,1335.0,13,162.5,1087.5,1,purple
58,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
59,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
60,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
61,1,465.0,85.0,550.0,13,60.45,404.55,0,pink
62,1,465.0,85.0,550.0,13,60.45,404.55,0,pink
63,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
64,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
65,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
66,1,680.0,85.0,765.0,17,115.6,564.4,3,black
67,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
68,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
69,1,494.0,85.0,579.0,13,64.22,429.78,0,pink
70,1,565.0,85.0,650.0,13,73.45,491.55,3,black
71,1,757.0,85.0,842.0,13,98.41,658.59,3,black
72,1,308.0,85.0,393.0,13,40.04,267.96,0,pink
73,1,757.0,85.0,842.0,13,98.41,658.59,3,black
74,1,768.0,85.0,853.0,17,130.56,637.44,3,black
75,1,640.0,85.0,725.0,17,108.8,531.2,3,black
76,1,450.0,85.0,535.0,17,76.5,373.5,0,pink
77,1,595.0,85.0,680.0,17,101.15,493.85,3,black
78,1,565.0,85.0,650.0,13,73.45,491.55,3,black
79,1,565.0,85.0,650.0,13,73.45,491.55,3,black
80,1,595.0,85.0,680.0,17,101.15,493.85,3,black
81,1,595.0,85.0,680.0,17,101.15,493.85,3,black
82,1,595.0,85.0,680.0,17,101.15,493.85,3,black
83,1,595.0,85.0,680.0,17,101.15,493.85,3,black
84,1,595.0,85.0,680.0,17,101.15,493.85,3,black
85,1,465.0,85.0,550.0,13,60.45,404.55,0,pink
86,1,499.0,85.0,584.0,17,84.83,414.17,0,pink
87,1,899.0,85.0,984.0,17,152.83,746.17,1,purple
88,1,595.0,85.0,680.0,17,101.15,493.85,3,black
89,1,595.0,85.0,680.0,17,101.15,493.85,3,black
90,1,595.0,85.0,680.0,17,101.15,493.85,3,black
91,1,595.0,85.0,680.0,17,101.15,493.85,3,black
92,1,610.0,85.0,695.0,17,103.7,506.3,3,black
93,1,610.0,85.0,695.0,17,103.7,506.3,3,black
94,1,610.0,85.0,695.0,17,103.7,506.3,3,black
95,1,615.0,85.0,700.0,17,104.55,510.45,3,black
96,1,600.0,85.0,685.0,17,102.0,498.0,3,black
97,1,899.0,85.0,984.0,17,152.83,746.17,1,purple
98,1,465.0,85.0,550.0,13,60.45,404.55,0,pink
99,1,690.0,85.0,775.0,13,89.7,600.3,3,black
100,1,450.0,85.0,535.0,17,76.5,373.5,0,pink
101,1,615.0,85.0,700.0,17,104.55,510.45,3,black
102,1,215.0,85.0,300.0,17,36.55,178.45,2,dark purple
103,1,615.0,85.0,700.0,17,104.55,510.45,3,black
104,1,645.0,85.0,730.0,13,83.85,561.15,3,black
105,1,615.0,85.0,700.0,17,104.55,510.45,3,black
106,1,610.0,85.0,695.0,17,103.7,506.3,3,black
107,1,225.0,85.0,310.0,18,40.5,184.5,2,dark purple
108,1,610.0,85.0,695.0,17,103.7,506.3,3,black
109,1,215.0,85.0,300.0,17,36.55,178.45,2,dark purple
110,1,215.0,85.0,300.0,17,36.55,178.45,2,dark purple
111,1,215.0,85.0,300.0,17,36.55,178.45,2,dark purple
112,1,215.0,85.0,300.0,17,36.55,178.45,2,dark purple
113,1,215.0,85.0,300.0,17,36.55,178.45,2,dark purple
114,1,215.0,85.0,300.0,17,36.55,178.45,2,dark purple
115,1,225.0,85.0,310.0,18,40.5,184.5,2,dark purple
116,1,465.0,85.0,550.0,13,60.45,404.55,0,pink
117,1,610.0,85.0,695.0,17,103.7,506.3,3,black
118,1,610.0,85.0,695.0,17,103.7,506.3,3,black
119,1,690.0,85.0,775.0,13,89.7,600.3,3,black
120,1,215.0,85.0,300.0,17,36.55,178.45,2,dark purple
121,1,610.0,85.0,695.0,17,103.7,506.3,3,black
122,1,757.0,85.0,842.0,13,98.41,658.59,3,black
123,1,305.0,85.0,390.0,17,51.85,253.15,0,pink
124,1,610.0,85.0,695.0,13,79.3,530.7,3,black
125,1,610.0,85.0,695.0,13,79.3,530.7,3,black
126,1,610.0,85.0,695.0,13,79.3,530.7,3,black
127,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
128,1,625.0,85.0,710.0,13,81.25,543.75,3,black
129,1,610.0,85.0,695.0,17,103.7,506.3,3,black
130,1,959.0,85.0,1044.0,18,172.62,786.38,1,purple
131,1,200.0,85.0,285.0,17,34.0,166.0,2,dark purple
132,1,899.0,85.0,984.0,13,116.87,782.13,1,purple
133,1,576.0,85.0,661.0,17,97.92,478.08,3,black
134,1,308.0,85.0,393.0,13,40.04,267.96,0,pink
135,1,910.0,85.0,995.0,13,118.3,791.7,1,purple
136,1,576.0,85.0,661.0,17,97.92,478.08,3,black
137,1,775.0,85.0,860.0,13,100.75,674.25,3,black
138,1,565.0,85.0,650.0,13,73.45,491.55,3,black
139,1,645.0,85.0,730.0,13,83.85,561.15,3,black
140,1,723.0,85.0,808.0,13,93.99,629.01,3,black
141,1,723.0,85.0,808.0,13,93.99,629.01,3,black
142,1,959.0,85.0,1044.0,18,172.62,786.38,1,purple
143,1,576.0,85.0,661.0,17,97.92,478.08,3,black
144,1,430.0,85.0,515.0,17,73.1,356.9,0,pink
145,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
146,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
147,1,494.0,85.0,579.0,13,64.22,429.78,0,pink
148,1,645.0,85.0,730.0,13,83.85,561.15,3,black
149,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
150,1,615.0,85.0,700.0,17,104.55,510.45,3,black
151,1,615.0,85.0,700.0,17,104.55,510.45,3,black
152,1,430.0,85.0,515.0,17,73.1,356.9,0,pink
153,1,576.0,85.0,661.0,17,97.92,478.08,3,black
154,1,910.0,85.0,995.0,13,118.3,791.7,1,purple
155,1,645.0,85.0,730.0,13,83.85,561.15,3,black
156,1,757.0,85.0,842.0,13,98.41,658.59,3,black
157,1,576.0,85.0,661.0,17,97.92,478.08,3,black
158,1,576.0,85.0,661.0,17,97.92,478.08,3,black
159,1,576.0,85.0,661.0,17,97.92,478.08,3,black
160,1,410.0,85.0,495.0,17,69.7,340.3,0,pink
161,1,576.0,85.0,661.0,17,97.92,478.08,3,black
162,1,576.0,85.0,661.0,17,97.92,478.08,3,black
163,1,576.0,85.0,661.0,17,97.92,478.08,3,black
164,1,576.0,85.0,661.0,17,97.92,478.08,3,black
165,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
166,1,576.0,85.0,661.0,17,97.92,478.08,3,black
167,1,610.0,85.0,695.0,17,103.7,506.3,3,black
168,1,576.0,85.0,661.0,17,97.92,478.08,3,black
169,1,576.0,85.0,661.0,17,97.92,478.08,3,black
170,1,595.0,85.0,680.0,17,101.15,493.85,3,black
171,2,1190.0,170.0,1360.0,17,202.3,987.7,1,purple
172,1,723.0,85.0,808.0,13,93.99,629.01,3,black
173,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
174,1,576.0,85.0,661.0,17,97.92,478.08,3,black
175,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
176,1,576.0,85.0,661.0,17,97.92,478.08,3,black
177,1,430.0,85.0,515.0,17,73.1,356.9,0,pink
178,1,565.0,85.0,650.0,13,73.45,491.55,3,black
179,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
180,1,465.0,85.0,550.0,13,60.45,404.55,0,pink
181,2,1152.0,170.0,1322.0,17,195.84,956.16,1,purple
182,1,425.0,85.0,510.0,13,55.25,369.75,0,pink
183,1,723.0,85.0,808.0,13,93.99,629.01,3,black
184,1,757.0,85.0,842.0,13,98.41,658.59,3,black
185,1,425.0,85.0,510.0,13,55.25,369.75,0,pink
186,1,600.0,85.0,685.0,17,102.0,498.0,3,black
187,1,600.0,85.0,685.0,17,102.0,498.0,3,black
188,1,600.0,85.0,685.0,17,102.0,498.0,3,black
189,1,600.0,85.0,685.0,17,102.0,498.0,3,black
190,1,645.0,85.0,730.0,13,83.85,561.15,3,black
191,1,230.0,85.0,315.0,17,39.1,190.9,2,dark purple
192,1,723.0,85.0,808.0,13,93.99,629.01,3,black
193,1,576.0,85.0,661.0,17,97.92,478.08,3,black
194,1,725.0,85.0,810.0,17,123.25,601.75,3,black
195,1,723.0,170.0,893.0,13,93.99,629.01,3,black
196,1,576.0,85.0,661.0,17,97.92,478.08,3,black
197,1,576.0,85.0,661.0,17,97.92,478.08,3,black
198,1,230.0,85.0,315.0,17,39.1,190.9,2,dark purple
199,1,576.0,85.0,661.0,17,97.92,478.08,3,black
200,1,576.0,85.0,661.0,17,97.92,478.08,3,black
201,1,315.0,85.0,400.0,13,40.95,274.05,0,pink
202,1,576.0,85.0,661.0,17,97.92,478.08,3,black
203,1,723.0,85.0,808.0,13,93.99,629.01,3,black
204,1,576.0,85.0,661.0,17,97.92,478.08,3,black
205,1,450.0,85.0,535.0,17,76.5,373.5,0,pink
206,1,576.0,85.0,661.0,17,97.92,478.08,3,black
207,1,576.0,85.0,661.0,17,97.92,478.08,3,black
208,2,1152.0,170.0,1322.0,17,195.84,956.16,1,purple
209,1,576.0,85.0,661.0,17,97.92,478.08,3,black
210,1,600.0,85.0,685.0,17,102.0,498.0,3,black
211,1,576.0,85.0,661.0,17,97.92,478.08,3,black
212,1,576.0,85.0,661.0,17,97.92,478.08,3,black
213,1,576.0,85.0,661.0,17,97.92,478.08,3,black
214,1,450.0,85.0,535.0,17,76.5,373.5,0,pink
215,2,1152.0,170.0,1322.0,17,195.84,956.16,1,purple
216,1,576.0,85.0,661.0,17,97.92,478.08,3,black
217,2,1152.0,170.0,1322.0,17,195.84,956.16,1,purple
218,1,576.0,85.0,661.0,17,97.92,478.08,3,black
219,1,576.0,85.0,661.0,17,97.92,478.08,3,black
220,1,576.0,85.0,661.0,17,97.92,478.08,3,black
221,1,645.0,85.0,730.0,13,83.85,561.15,3,black
222,1,576.0,85.0,661.0,17,97.92,478.08,3,black
223,1,723.0,85.0,808.0,13,93.99,629.01,3,black
224,1,723.0,85.0,808.0,13,93.99,629.01,3,black
225,1,690.0,85.0,775.0,17,117.3,572.7,3,black
226,1,723.0,85.0,808.0,13,93.99,629.01,3,black
227,1,768.0,85.0,853.0,17,130.56,637.44,3,black
228,1,576.0,85.0,661.0,17,97.92,478.08,3,black
229,1,576.0,85.0,661.0,17,97.92,478.08,3,black
230,1,576.0,85.0,661.0,17,97.92,478.08,3,black
231,1,576.0,85.0,661.0,17,97.92,478.08,3,black
232,1,576.0,85.0,661.0,17,97.92,478.08,3,black
233,1,576.0,85.0,661.0,17,97.92,478.08,3,black
234,1,576.0,85.0,661.0,17,97.92,478.08,3,black
235,1,576.0,85.0,661.0,17,97.92,478.08,3,black
236,1,615.0,85.0,700.0,17,104.55,510.45,3,black
237,1,576.0,85.0,661.0,17,97.92,478.08,3,black
238,1,576.0,85.0,661.0,17,97.92,478.08,3,black
239,1,509.0,85.0,594.0,13,66.17,442.83,3,black
240,1,1480.0,85.0,1565.0,13,192.4,1287.6,1,purple
241,1,1480.0,85.0,1565.0,13,192.4,1287.6,1,purple
242,1,600.0,85.0,685.0,17,102.0,498.0,3,black
243,1,576.0,85.0,661.0,17,97.92,478.08,3,black
244,1,600.0,85.0,685.0,17,102.0,498.0,3,black
245,1,600.0,85.0,685.0,17,102.0,498.0,3,black
246,1,600.0,85.0,685.0,17,102.0,498.0,3,black
247,1,600.0,85.0,685.0,17,102.0,498.0,3,black
248,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
249,1,723.0,85.0,808.0,13,93.99,629.01,3,black
250,1,600.0,85.0,685.0,17,102.0,498.0,3,black
251,1,576.0,85.0,661.0,17,97.92,478.08,3,black
252,1,576.0,85.0,661.0,17,97.92,478.08,3,black
253,1,723.0,85.0,808.0,13,93.99,629.01,3,black
254,1,600.0,85.0,685.0,17,102.0,498.0,3,black
255,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
256,1,600.0,85.0,685.0,17,102.0,498.0,3,black
257,1,600.0,85.0,685.0,17,102.0,498.0,3,black
258,1,600.0,85.0,685.0,17,102.0,498.0,3,black
259,1,465.0,85.0,550.0,13,60.45,404.55,0,pink
260,2,1152.0,170.0,1322.0,17,195.84,956.16,1,purple
261,1,600.0,85.0,685.0,17,102.0,498.0,3,black
262,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
263,1,600.0,85.0,685.0,17,102.0,498.0,3,black
264,1,723.0,85.0,808.0,13,93.99,629.01,3,black
265,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
266,1,638.5,85.0,723.5,13,83.005,555.495,3,black
267,1,615.0,85.0,700.0,17,104.55,510.45,3,black
268,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
269,1,780.0,85.0,865.0,13,101.4,678.6,3,black
270,1,723.0,85.0,808.0,13,93.99,629.01,3,black
271,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
272,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
273,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
274,1,576.0,85.0,661.0,17,97.92,478.08,3,black
275,1,723.0,85.0,808.0,13,93.99,629.01,3,black
276,1,959.0,85.0,1044.0,18,172.62,786.38,1,purple
277,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
278,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
279,1,645.0,85.0,730.0,13,83.85,561.15,3,black
280,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
281,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
282,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
283,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
284,1,200.0,85.0,285.0,17,34.0,166.0,2,dark purple
285,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
286,1,723.0,85.0,808.0,13,93.99,629.01,3,black
287,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
288,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
289,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
290,1,545.0,85.0,630.0,13,70.85,474.15,3,black
291,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
292,1,645.0,85.0,730.0,13,83.85,561.15,3,black
293,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
294,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
295,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
296,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
297,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
298,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
299,1,576.0,85.0,661.0,17,97.92,478.08,3,black
300,1,723.0,85.0,808.0,13,93.99,629.01,3,black
301,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
302,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
303,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
304,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
305,1,576.0,85.0,661.0,17,97.92,478.08,3,black
306,1,576.0,85.0,661.0,17,97.92,478.08,3,black
307,1,576.0,85.0,661.0,17,97.92,478.08,3,black
308,1,780.0,85.0,865.0,13,101.4,678.6,3,black
309,1,576.0,85.0,661.0,17,97.92,478.08,3,black
310,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
311,1,723.0,85.0,808.0,13,93.99,629.01,3,black
312,1,576.0,85.0,661.0,17,97.92,478.08,3,black
313,1,723.0,85.0,808.0,13,93.99,629.01,3,black
314,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
315,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
316,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
317,1,625.0,85.0,710.0,13,81.25,543.75,3,black
318,1,723.0,85.0,808.0,13,93.99,629.01,3,black
319,1,645.0,85.0,730.0,13,83.85,561.15,3,black
320,1,175.0,85.0,260.0,17,29.75,145.25,2,dark purple
321,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
322,1,175.0,85.0,260.0,17,29.75,145.25,2,dark purple
323,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
324,1,509.0,85.0,594.0,13,66.17,442.83,3,black
325,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
326,1,485.0,85.0,570.0,13,63.05,421.95,0,pink
327,1,645.0,85.0,730.0,13,83.85,561.15,3,black
328,1,175.0,85.0,260.0,17,29.75,145.25,2,dark purple
329,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
330,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
331,1,509.0,85.0,594.0,13,66.17,442.83,3,black
332,1,645.0,85.0,730.0,13,83.85,561.15,3,black
333,1,723.0,85.0,808.0,13,93.99,629.01,3,black
334,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
335,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
336,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
337,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
338,1,134.0,85.0,219.0,13,17.42,116.58,2,dark purple
339,1,509.0,85.0,594.0,13,66.17,442.83,3,black
340,1,230.0,85.0,315.0,17,39.1,190.9,2,dark purple
341,1,723.0,85.0,808.0,13,93.99,629.01,3,black
342,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
343,1,780.0,85.0,865.0,13,101.4,678.6,3,black
344,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
345,1,460.0,85.0,545.0,13,59.8,400.2,0,pink
346,1,645.0,85.0,730.0,13,83.85,561.15,3,black
347,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
348,1,460.0,85.0,545.0,13,59.8,400.2,0,pink
349,1,515.0,85.0,600.0,13,66.95,448.05,3,black
350,1,515.0,85.0,600.0,13,66.95,448.05,3,black
351,1,665.0,85.0,750.0,17,113.05,551.95,3,black
352,1,634.0,85.0,719.0,17,107.78,526.22,3,black
353,1,634.0,85.0,719.0,17,107.78,526.22,3,black
354,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
355,1,134.0,85.0,219.0,13,17.42,116.58,2,dark purple
356,1,134.0,85.0,219.0,13,17.42,116.58,2,dark purple
357,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
358,1,634.0,85.0,719.0,17,107.78,526.22,3,black
359,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
360,1,634.0,85.0,719.0,17,107.78,526.22,3,black
361,1,134.0,85.0,219.0,13,17.42,116.58,2,dark purple
362,1,645.0,85.0,730.0,13,83.85,561.15,3,black
363,1,509.0,85.0,594.0,13,66.17,442.83,3,black
364,1,134.0,85.0,219.0,13,17.42,116.58,2,dark purple
365,1,256.0,85.0,341.0,17,43.52,212.48,2,dark purple
366,1,634.0,85.0,719.0,17,107.78,526.22,3,black
367,1,575.0,85.0,660.0,13,74.75,500.25,3,black
368,1,499.0,85.0,584.0,17,84.83,414.17,0,pink
369,1,134.0,85.0,219.0,13,17.42,116.58,2,dark purple
370,1,134.0,85.0,219.0,13,17.42,116.58,2,dark purple
371,1,723.0,85.0,808.0,13,93.99,629.01,3,black
372,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
373,1,780.0,85.0,865.0,13,101.4,678.6,3,black
374,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
375,1,175.0,85.0,260.0,17,29.75,145.25,2,dark purple
376,1,555.0,85.0,640.0,13,72.15,482.85,3,black
377,1,723.0,85.0,808.0,13,93.99,629.01,3,black
378,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
379,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
380,1,555.0,85.0,640.0,13,72.15,482.85,3,black
381,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
382,1,555.0,85.0,640.0,13,72.15,482.85,3,black
383,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
384,1,555.0,85.0,640.0,13,72.15,482.85,3,black
385,1,509.0,85.0,594.0,13,66.17,442.83,3,black
386,1,430.0,85.0,515.0,17,73.1,356.9,0,pink
387,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
388,1,515.0,85.0,600.0,17,87.55,427.45,3,black
389,1,600.0,85.0,685.0,17,102.0,498.0,3,black
390,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
391,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
392,1,933.0,85.0,1018.0,13,121.29,811.71,1,purple
393,1,665.0,85.0,750.0,17,113.05,551.95,3,black
394,1,509.0,85.0,594.0,13,66.17,442.83,3,black
395,1,665.0,85.0,750.0,17,113.05,551.95,3,black
396,1,555.0,85.0,640.0,13,72.15,482.85,3,black
397,1,665.0,85.0,750.0,17,113.05,551.95,3,black
398,1,665.0,85.0,750.0,17,113.05,551.95,3,black
399,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
400,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
401,1,645.0,85.0,730.0,13,83.85,561.15,3,black
402,1,550.0,85.0,635.0,18,99.0,451.0,3,black
403,1,550.0,85.0,635.0,18,99.0,451.0,3,black
404,1,723.0,85.0,808.0,13,93.99,629.01,3,black
405,2,1110.0,170.0,1280.0,13,144.3,965.7,1,purple
406,1,555.0,85.0,640.0,13,72.15,482.85,3,black
407,1,515.0,85.0,600.0,17,87.55,427.45,3,black
408,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
409,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
410,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
411,1,555.0,85.0,640.0,13,72.15,482.85,3,black
412,1,555.0,85.0,640.0,13,72.15,482.85,3,black
413,1,555.0,85.0,640.0,13,72.15,482.85,3,black
414,1,555.0,85.0,640.0,13,72.15,482.85,3,black
415,1,555.0,85.0,640.0,13,72.15,482.85,3,black
416,1,410.0,85.0,495.0,13,53.3,356.7,0,pink
417,2,1110.0,170.0,1280.0,13,144.3,965.7,1,purple
418,1,645.0,85.0,730.0,13,83.85,561.15,3,black
419,1,723.0,85.0,808.0,13,93.99,629.01,3,black
420,1,595.0,85.0,680.0,13,77.35,517.65,3,black
421,1,723.0,85.0,808.0,13,93.99,629.01,3,black
422,1,780.0,85.0,865.0,13,101.4,678.6,3,black
423,1,576.0,85.0,661.0,17,97.92,478.08,3,black
424,1,385.0,85.0,470.0,13,50.05,334.95,0,pink
425,1,576.0,85.0,661.0,17,97.92,478.08,3,black
426,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
427,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
428,1,555.0,85.0,640.0,13,72.15,482.85,3,black
429,1,720.0,85.0,805.0,17,122.4,597.6,3,black
430,1,723.0,85.0,808.0,13,93.99,629.01,3,black
431,1,730.0,85.0,815.0,17,124.1,605.9,3,black
432,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
433,1,576.0,85.0,661.0,17,97.92,478.08,3,black
434,1,730.0,85.0,815.0,17,124.1,605.9,3,black
435,1,730.0,85.0,815.0,17,124.1,605.9,3,black
436,1,555.0,85.0,640.0,13,72.15,482.85,3,black
437,1,950.0,85.0,1035.0,18,171.0,779.0,1,purple
438,1,730.0,85.0,815.0,17,124.1,605.9,3,black
439,1,730.0,85.0,815.0,17,124.1,605.9,3,black
440,1,730.0,85.0,815.0,17,124.1,605.9,3,black
441,1,730.0,85.0,815.0,17,124.1,605.9,3,black
442,1,723.0,85.0,808.0,13,93.99,629.01,3,black
443,1,730.0,85.0,815.0,17,124.1,605.9,3,black
444,1,730.0,85.0,815.0,17,124.1,605.9,3,black
445,1,509.0,85.0,594.0,13,66.17,442.83,3,black
446,1,515.0,85.0,600.0,17,87.55,427.45,3,black
447,1,723.0,85.0,808.0,13,93.99,629.01,3,black
448,1,200.0,85.0,285.0,17,34.0,166.0,2,dark purple
449,1,695.0,85.0,780.0,17,118.15,576.85,3,black
450,1,555.0,85.0,640.0,13,72.15,482.85,3,black
451,1,780.0,85.0,865.0,13,101.4,678.6,3,black
452,1,730.0,85.0,815.0,17,124.1,605.9,3,black
453,1,730.0,85.0,815.0,17,124.1,605.9,3,black
454,1,730.0,85.0,815.0,17,124.1,605.9,3,black
455,1,730.0,85.0,815.0,17,124.1,605.9,3,black
456,1,730.0,85.0,815.0,17,124.1,605.9,3,black
457,1,555.0,85.0,640.0,13,72.15,482.85,3,black
458,1,410.0,85.0,495.0,13,53.3,356.7,0,pink
459,1,730.0,85.0,815.0,17,124.1,605.9,3,black
460,2,1290.0,170.0,1460.0,13,167.7,1122.3,1,purple
461,1,645.0,85.0,730.0,13,83.85,561.15,3,black
462,1,430.0,85.0,515.0,17,73.1,356.9,0,pink
463,1,595.0,85.0,680.0,13,77.35,517.65,3,black
464,1,595.0,85.0,680.0,13,77.35,517.65,3,black
465,1,595.0,85.0,680.0,13,77.35,517.65,3,black
466,1,320.0,85.0,405.0,17,54.4,265.6,0,pink
467,1,430.0,85.0,515.0,17,73.1,356.9,0,pink
468,1,535.0,85.0,620.0,13,69.55,465.45,3,black
469,1,310.0,85.0,395.0,18,55.8,254.2,0,pink
470,1,310.0,85.0,395.0,18,55.8,254.2,0,pink
471,1,310.0,85.0,395.0,18,55.8,254.2,0,pink
472,2,620.0,170.0,790.0,18,111.6,508.4,3,black
473,1,595.0,85.0,680.0,13,77.35,517.65,3,black
474,1,595.0,85.0,680.0,13,77.35,517.65,3,black
475,1,555.0,85.0,640.0,13,72.15,482.85,3,black
476,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
477,1,485.0,85.0,570.0,17,82.45,402.55,0,pink
478,1,555.0,85.0,640.0,13,72.15,482.85,3,black
479,1,1100.0,85.0,1185.0,13,143.0,957.0,1,purple
480,1,555.0,85.0,640.0,13,72.15,482.85,3,black
481,1,555.0,85.0,640.0,13,72.15,482.85,3,black
482,1,485.0,85.0,570.0,17,82.45,402.55,0,pink
483,1,950.0,85.0,1035.0,18,171.0,779.0,1,purple
484,1,585.0,85.0,670.0,13,76.05,508.95,3,black
485,1,999.0,85.0,1084.0,13,129.87,869.13,1,purple
486,1,410.0,85.0,495.0,13,53.3,356.7,0,pink
487,1,320.0,85.0,405.0,17,54.4,265.6,0,pink
488,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
489,1,840.0,85.0,925.0,13,109.2,730.8,1,purple
